5.024414062500000000e+01,4.648104894792283253e-04
5.502929687500000000e+01,4.664641982000673455e-04
5.981445312500000000e+01,5.101223556073157354e-04
6.459960937500000000e+01,1.731445241252661804e-03
6.938476562500000000e+01,5.177835969121778476e-04
7.416992187500000000e+01,1.147162847272401292e-03
7.895507812500000000e+01,8.280218369262804141e-04
8.374023437500000000e+01,7.909095742582826494e-04
8.852539062500000000e+01,7.393250740409438269e-04
9.331054687500000000e+01,2.456082259019380654e-03
9.809570312500000000e+01,5.162549726633474962e-04
1.028808593750000000e+02,3.783989218125277903e-04
1.076660156250000000e+02,4.406745407935347934e-04
1.124511718750000000e+02,5.293521349288142930e-04
1.172363281250000000e+02,3.918696414652068916e-04
1.220214843750000000e+02,3.841634528061339251e-04
1.268066406250000000e+02,4.199328032970160674e-04
1.315917968750000000e+02,4.212638167671162431e-04
1.363769531250000000e+02,3.811944662510805600e-04
1.411621093750000000e+02,4.656416851346719061e-04
1.459472656250000000e+02,5.021598775857153210e-04
1.507324218750000000e+02,3.785907673250133625e-04
1.555175781250000000e+02,4.205476312744296048e-04
1.603027343750000000e+02,3.762976378279256676e-04
1.650878906250000000e+02,4.564660416598489544e-04
1.698730468750000000e+02,3.737470817809887850e-04
1.746582031250000000e+02,3.982096453409622637e-04
1.794433593750000000e+02,3.786592420271674532e-04
1.842285156250000000e+02,1.511189917523314292e-03
1.890136718750000000e+02,4.574849790685281544e-04
1.937988281250000000e+02,3.774015225410685482e-04
1.985839843750000000e+02,4.314479670780093116e-04
2.033691406250000000e+02,4.780010348300424211e-04
2.081542968750000000e+02,4.677376559907072003e-04
2.129394531250000000e+02,3.729150628749744087e-04
2.177246093750000000e+02,3.919990290717957236e-04
2.225097656250000000e+02,3.741467898298745233e-04
2.272949218750000000e+02,3.797666690108105316e-04
2.320800781250000000e+02,3.797172140552369248e-04
2.368652343750000000e+02,1.130950865004251528e-03
2.416503906250000000e+02,6.100873461071603353e-04
2.464355468750000000e+02,3.480827770227751077e-04
2.512207031250000000e+02,3.418410045017071216e-04
2.560058593750000000e+02,3.644538606499852953e-04
2.607910156250000000e+02,3.211448681489035553e-04
2.655761718750000000e+02,3.244519634558927718e-04
2.703613281250000000e+02,4.115003920813739601e-04
2.751464843750000000e+02,3.559997053485330172e-04
2.799316406250000000e+02,3.427871318299304318e-04
2.847167968750000000e+02,3.011628228119512239e-04
2.895019531250000000e+02,3.219665594361010956e-04
2.942871093750000000e+02,5.413444693934759376e-04
2.990722656250000000e+02,3.711915317054968961e-04
3.038574218750000000e+02,3.124923239950691523e-04
3.086425781250000000e+02,2.963185025370848125e-04
3.134277343750000000e+02,2.906457383262467864e-04
3.182128906250000000e+02,3.162342319461740542e-04
3.229980468750000000e+02,2.950100584218465260e-04
3.277832031250000000e+02,3.650368178767729324e-04
3.325683593750000000e+02,2.891160804341148414e-04
3.373535156250000000e+02,5.026099339408712525e-04
3.421386718750000000e+02,2.997063532750090793e-04
3.469238281250000000e+02,2.958581417658192160e-04
3.517089843750000000e+02,7.131267091728720267e-04
3.564941406250000000e+02,2.781465197584905903e-04
3.612792968750000000e+02,2.676958875171131643e-04
3.660644531250000000e+02,2.411896313094510566e-04
3.708496093750000000e+02,2.527880379000125481e-04
3.756347656250000000e+02,2.354125035049761585e-04
3.804199218750000000e+02,2.483548340480389678e-04
3.852050781250000000e+02,2.292380053239949237e-04
3.899902343750000000e+02,2.270948878475574683e-04
3.947753906250000000e+02,2.437505357734690362e-04
